年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2025,10,都市整備局,14,都市の整備,市街地整備事業に関する検討調査（宅地開発無電柱化推進事業）,宅地開発無電柱化推進事業,"補助金の目的：開発行為により新設される道路の無電柱化の推進
補助対象者　：都市計画法第29条開発許可を受けて無電柱化の工事を実施する者
補助対象経費：無電柱化にかかる調査設計費および工事費
負担割合　　：3000㎡未満の場合　国2/5、都2/5、組合、民間団体等1/5
　　　　　　　　　3000㎡以上の場合　国1/3、都1/3、組合、民間団体等1/3",5 ,民間団体,"576,000",都市整備局市街地整備部区画整理課,03-5320-5132,https://www.toshiseibi.metro.tokyo.lg.jp/kenchiku_kaihatsu/jyutaku/kaihatsu/boshu/kaihatsu07
2025,10,都市整備局,14,都市の整備,市街地整備に関する検討調査（浸水に対応したまちづくりの検討）,東京都都市安全確保拠点整備事業,"補助金の目的：溢水、湛水、津波、高潮等の災害時に都市の機能を維持するための拠点市街地の計画検討の加速化。高台まちづくりの推進
補助対象者　：荒川又は江戸川に接する７区（墨田区、江東区、北区、板橋区、足立区、葛飾区及び江戸川区）
補助対象経費：計画策定費、コーディネート費
負担割合　　：国1/2 、都1/4、区1/4",1 ,区市町村,"32,500",都市整備局市街地整備部企画課,03-5320-5121,
2025,10,都市整備局,14,都市の整備,市街地整備事業に関する検討調査（関東大震災100年を契機とした取組）,復興小公園再生事業,"補助金の目的：関東大震災100年を契機に、当時の思想などを踏まえ、関係区による復興小公園の再生を後押しし、あらゆる世代に対する防災意識の啓発につなげるとともに、都市の魅力の更なる向上を図り、人に優しくゆとりある空間を創出することを目的とする
補助対象者　：復興小公園を管理する７区（千代田区、中央区、港区、文京区、台東区、墨田区、江東区）
補助対象経費：(1) 公園に整備する都市公園法施行令第31条に規定されている施設
　　　　　　　(2) 地域生活基盤施設（公園内に設置する東京都が指定する内容の銘板も含む）
　　　　　　　(3) 高質空間形成施設の歩行支援施設、障害者誘導施設等
負担割合　　：国4/10、都3/10、区3/10　※ 都の補助金額は、国費相当額を上限とする",1 ,区市町村,"50,358",都市整備局市街地整備部企画課,03-5320-5121,
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（都市防災不燃化促進事業）,建築物助成・除却助成費（国庫補助対象）,"補助金の目的：広域的な観点から都市の防災上の骨格ネットワークの形成
補助対象者　：区市
補助対象経費：東京都防災密集地域総合整備事業制度要綱第８　２（１）に定めた各要件に該当する耐火建築物又は準耐火建築物の建築又は建築物の除却を行う際の費用
負担割合　　：国1/2 、都1/4、区市1/4",1 ,区市町村,"115,855",都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/urban-disaster-prevention/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（都市防災不燃化促進事業）,仮住居費・動産移転料・移転補償費・住宅型不燃建築物助成,"補助金の目的：広域的な観点から都市の防災上の骨格ネットワークの形成
補助対象者　：区市
補助対象経費：東京都防災密集地域総合整備事業制度要綱第８　２（１）に定めた各要件に該当する耐火建築物又は準耐火建築物の建築又は建築物の除却を行う際の費用
負担割合　　：国1/2 、都1/4、区市1/4",1 ,区市町村,"5,136",都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/urban-disaster-prevention/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（都市防災不燃化促進事業）,防災公園整備支援事業防災公園整備費（用地費）補助,"補助金の目的：防災上危険な市街地における、地区の防災性向上のため防災公園の整備を行う。
補助対象者　：区市
補助対象経費：防災公園の整備にかかる用地費
負担割合　　：国1/3 、都1/3、区市1/3",1 ,区市町村,"108,200",都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/urban-disaster-prevention/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（木造住宅密集地域整備促進事業）,"木造住宅密集地域整備促進事業
ガイドライン作成費等補助","補助金の目的：木造住宅密集地域内の総合的な防災都市づくりの推進
補助対象者　：区市
補助対象経費：東京都防災密集地域総合整備事業制度要綱第14に該当する整備地区内で実施されるガイドラインの作成、事業計画の作成及び事業に係る費用
負担割合　　：都1/2、区市1/2",1 ,区市町村,278,都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/wooden-house/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（木造住宅密集地域整備促進事業）,木造住宅密集地域整備促進事業整備計画策定費等補助,"補助金の目的：木造住宅密集地域内の総合的な防災都市づくりの推進
補助対象者　：区市
補助対象経費：東京都防災密集地域総合整備事業制度要綱第14に該当する整備地区内で実施される事業計画の作成及び事業に係る費用
負担割合　　：国1/2、都1/4、区市1/4",1 ,区市町村,"119,574",都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/wooden-house/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（木造住宅密集地域整備促進事業）,木造住宅密集地域整備促進事業整備計画推進事業費等補助,"補助金の目的：木造住宅密集地域内の総合的な防災都市づくりの推進
補助対象者　：区市
補助対象経費：地元住民協議会等に対して、事業の推進に必要な活動等に要する費用に対する施行者の補助
負担割合　　：国1/3、都1/3、区市1/3",1 ,区市町村,"3,043",都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/wooden-house/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（木造住宅密集地域整備促進事業）,木造住宅密集地域整備促進事業基盤整備費,"補助金の目的：木造住宅密集地域内の総合的な防災都市づくりの推進
補助対象者　：区市
補助対象経費：老朽建築物等除却、用地取得促進、地区整備、仮設住宅など設置及びその他知事が必要と認めるものに係る費用
負担割合　　：国1/2、都1/4、区市1/4",1 ,区市町村,"1,136,025",都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/wooden-house/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（木造住宅密集地域整備促進事業）,木造住宅密集地域整備促進事業建替促進（共同）,"補助金の目的：木造住宅密集地域内の総合的な防災都市づくりの推進
補助対象者　：区市
補助対象経費：除却等、建築設計、共同施設整備及びコンサルタント派遣に係る費用
負担割合　　：国1/3、都1/6、区市1/6、事業者等1/3",1 ,区市町村,"2,774",都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/wooden-house/index.html
2025,10,都市整備局,14,都市の整備,防災密集地域再生促進事業（木造住宅密集地域整備促進事業）,木造住宅密集地域整備促進事業建替促進（個別）,"補助金の目的：木造住宅密集地域内の総合的な防災都市づくりの推進
補助対象者　：区市
補助対象経費：除却等、建築設計、共同施設整備及びコンサルタント派遣に係る費用
負担割合　　：都1/3、区市1/3、事業者等1/3",1 ,区市町村,907,都市整備局市街地整備部防災都市づくり課,03-5320-5142,https://www.funenka.metro.tokyo.lg.jp/initiatives/wooden-house/index.html
